id_paiement,id_commande,type_carte,num_carte
919,357,visa,4041596688515
920,358,visa,4017954662647172
921,359,americanexpress,374288354501701
922,360,americanexpress,374622350519509
923,362,visa,4041377896006
924,363,americanexpress,347627974994974
925,367,visa,4017956865109
926,373,visa,4017956833768
927,379,americanexpress,374288427072276
928,381,mastercard,5007669878730880
929,383,americanexpress,337941505586346
930,385,mastercard,5567264467825168
931,389,mastercard,5103097917408362
932,390,americanexpress,374283512769092
933,392,visa,4041377346801397
934,393,americanexpress,374283970403713
935,394,americanexpress,337941430525419
936,402,visa,4270466177399134
937,407,americanexpress,374622881008618
938,411,visa,4041371509670
939,412,mastercard,5550518355761531
940,414,mastercard,5007662167188514
941,417,americanexpress,374622690997720
942,419,visa,4041595376492
943,421,visa,4017950396337767
944,422,mastercard,5010129413556097
945,423,mastercard,5108754214734248
946,425,mastercard,5100149382616301
947,432,visa,4041370543316
948,433,americanexpress,374283510235930
949,436,americanexpress,374288968766450
950,437,americanexpress,372301906983277
951,440,americanexpress,337941603347435
952,444,americanexpress,379995264543483
953,447,visa,4041591417448850
954,448,visa,4041372010190532
955,449,mastercard,5108753726057791
956,451,visa,4017958277527
957,456,americanexpress,337941994725348
958,460,visa,4041598749442824
959,462,visa,4041595705047
960,464,americanexpress,374622850055749
961,468,mastercard,5010128795126123
962,471,mastercard,5382889877085111
963,474,americanexpress,344903998431589
964,475,americanexpress,371440552568775
965,476,visa,4041373129240564
966,477,americanexpress,337941736126359
967,478,mastercard,5048374011897560
968,479,mastercard,5100146070645121
969,480,americanexpress,337941598794179
970,481,visa,4677119564913
971,483,mastercard,5212089026868253
972,484,mastercard,5002351443311406
973,489,visa,4041377908254910
974,491,mastercard,5002350325421721
975,495,mastercard,5562699053063788
976,503,americanexpress,374288033564583
977,506,americanexpress,374288928140572
978,508,americanexpress,342572809639169
979,509,americanexpress,374691966134789
980,515,visa,4041595024891840
981,516,americanexpress,374283459033726
982,518,visa,4930775426330332
983,525,mastercard,5108753509347443
984,527,mastercard,5461849087031861
985,529,mastercard,5048375473614492
986,530,americanexpress,372301777123342
987,531,americanexpress,374288278038343
988,532,mastercard,5108750690351093
989,536,visa,4041593717424
990,537,americanexpress,374283212467583
991,539,visa,4041375874229
992,542,mastercard,5386645573939225
993,543,mastercard,5100132714413803
994,544,americanexpress,374622575957856
995,546,mastercard,5048374894376849
996,549,visa,4115339615431687
997,551,mastercard,5048377792002193
998,553,visa,4041592021380216
999,555,americanexpress,374288282804342
1000,559,americanexpress,374283712425883
